source,dest,time
33879,52269,20090112
32014,30836,20081112
30852,32014,20081102
32128,30648,20090419
29791,30106,20090609
29791,26801,20090224
30852,31856,20090509
31858,30836,20081106
31146,30647,20090701
34401,34402,20090214
31847,30836,20081103
32014,32004,20090504
33879,30928,20090103
30836,32013,20081113
28481,29399,20090502
30614,32004,20090624
31631,30836,20081222
30835,32004,20090520
28481,32004,20090406
29786,29791,20090405
31829,32798,20090115
29791,31860,20090503
30994,32014,20090412
30836,32004,20090511
31860,29399,20090310
30918,32004,20081118
32114,30836,20081025
32004,31859,20081109
31670,30836,20081029
31114,32004,20081103
31857,30836,20081117
30836,31860,20090526
32014,30836,20090531
31860,30994,20090325
26629,32014,20090227
30839,30836,20090506
30836,29399,20090608
32597,31919,20090114
31919,31981,20081209
31141,32004,20081216
28349,28515,20090702
32014,29791,20090207
32004,31113,20090324
31651,32014,20081223
30852,30836,20090401
29792,32004,20090510
31860,32004,20081130
32014,32004,20090315
34402,31860,20090222
32114,34401,20090210
31858,30648,20090505
31820,30836,20090517
32796,34402,20090221
31853,31668,20090704
32014,32004,20090323
32014,30615,20090205
31859,30836,20090512
32014,30615,20081207
29788,30836,20090530
31110,31750,20090525
31855,32004,20090207
33879,34401,20090101
29791,31667,20090208
31860,32004,20090423
33879,34401,20090220
31855,32798,20090227
31856,29791,20090509
32014,30994,20090409
29126,29399,20090403
32014,30615,20081113
32004,30838,20090615
31712,29791,20090507
30464,30836,20090311
30711,31667,20090531
32004,30836,20081111
31016,30994,20090410
32004,29791,20090426
30836,31668,20090623
26629,27357,20090226
32014,30710,20090424
30903,32004,20090705
29791,32014,20090420
32128,32004,20090524
28613,31981,20081226
34402,32798,20090228
30836,32004,20090417
30836,31668,20090630
31612,30995,20081215
31858,31825,20090219
29788,32004,20090508
30835,32004,20081118
31937,30615,20081023
32014,31113,20081118
31919,31981,20081228
32014,30698,20090524
31890,32004,20090116
31857,30648,20090510
31744,30836,20090624
29792,30890,20090512
32004,32014,20081024
30994,32014,20090413
32014,30615,20090623
30710,31981,20081208
32012,30836,20090602
32014,32014,20081222
31829,31274,20081231
29399,29791,20090430
30989,31855,20090326
29399,30994,20090303
30836,32004,20081111
29399,32004,20090514
32004,32004,20090619
32004,30648,20081104
32004,31668,20081229
32014,37114,20090610
31890,32004,20081229
30975,29791,20090223
31981,32004,20090119
31860,30652,20090116
31614,30647,20090606
30951,31668,20081123
30138,32004,20081116
31111,32004,20090324
32113,29791,20090423
32014,32004,20081107
30904,30994,20081204
31141,32004,20081203
31858,30650,20090315
32014,30994,20090222
31851,32004,20081202
30837,31105,20090307
31860,30615,20090416
32014,30836,20090520
30836,32004,20081114
32012,30616,20090629
31855,31061,20081101
34402,30719,20090211
32014,31666,20090621
52976,30691,20090528
31937,30836,20090607
32014,32014,20090315
28462,31653,20090703
31314,29399,20090513
31323,32004,20090305
31590,70576,20090521
32014,32004,20081027
32014,32004,20090519
31853,30836,20090305
31849,31104,20081205
32014,30836,20090427
30836,32004,20090505
32012,30836,20090301
30899,32004,20090427
31860,32182,20090119
32014,31858,20090209
31546,30647,20081120
32014,32004,20090517
32014,32004,20090308
32014,30838,20090422
32012,32004,20090308
30648,32014,20090615
31857,30836,20090526
32014,29791,20090511
32014,32004,20081202
32012,30993,20081214
31951,32004,20090104
32014,31667,20081028
31936,30837,20081119
29791,32004,20090424
32004,30835,20090107
30938,30951,20090307
30710,32014,20081112
30835,31855,20081117
33241,31981,20090116
31855,32798,20090109
31114,32004,20081104
30648,31668,20081106
32014,31667,20081207
30837,32004,20081026
31323,32004,20081219
30994,32004,20081205
31627,32004,20090622
31856,29399,20090308
29274,32004,20081115
30663,30918,20090521
31858,30836,20081101
30837,32004,20081107
32014,30994,20090413
28666,28614,20081210
32833,33842,20090103
30835,31857,20081121
30835,32004,20090518
28332,31860,20090401
31667,32014,20090515
32004,30836,20081116
31614,31141,20081216
26629,26629,20090225
31820,30615,20081110
31907,32014,20090618
31855,32004,20081212
30836,32004,20090507
30647,32004,20081213
32752,32752,20081230
37401,30615,20090611
31860,30835,20090701
7929,30836,20090614
33238,31935,20081225
30924,31668,20081210
30836,30836,20090520
30465,28629,20090331
30761,32535,20090212
32004,30615,20090105
30835,29399,20090420
31114,32014,20090610
30652,32004,20090107
30836,32004,20090607
30709,32004,20090612
30836,31859,20090428
32004,30835,20081223
31860,30836,20081114
30836,30836,20090603
31860,30934,20081218
31161,30645,20090601
30902,30836,20090107
30836,32014,20081030
33879,32004,20090301
32014,32004,20090208
29791,32004,20090419
32004,31668,20090402
32014,32798,20090113
30761,32014,20090216
31907,29791,20090330
31631,29399,20090418
32014,29399,20090216
32004,30836,20090504
30709,31859,20090206
29791,31668,20090309
49485,28663,20090110
31101,31859,20090307
30836,32004,20081024
30708,32004,20090616
30836,32004,20090106
27187,32833,20090211
29786,29791,20090429
32014,30615,20090311
30989,30836,20090303
31936,31860,20090701
32833,40176,20090111
31860,32014,20081220
32014,30994,20090412
30836,32014,20081031
29791,29791,20090501
42103,34401,20090111
30615,30838,20090306
32014,30836,20081121
32014,30615,20081103
32013,31860,20090602
31860,32004,20090313
31826,33156,20081230
32014,32014,20081221
31826,33879,20081231
33879,34402,20090221
32004,31669,20090508
30993,32004,20090422
31860,31854,20090620
30578,31669,20081105
29791,32004,20090218
30654,31858,20090302
29792,29399,20090217
32014,31937,20090516
31595,31857,20081201
31670,30836,20090519
30836,54492,20090527
14668,57045,20090807
22229,14668,20090801
25113,14667,20090805
36912,36911,20090609
16864,40175,20090724
14496,21500,20090821
26081,14495,20090802
36912,36911,20090609
26007,14670,20090810
22229,21501,20090819
20896,14668,20090731
52157,52157,20090604
40772,14670,20090810
14667,14666,20090721
39920,39311,20090605
21032,14667,20090806
24362,14667,20090805
22229,21501,20090819
22924,26759,20090820
22924,26759,20090820
14496,21501,20090804
14667,28639,20090801
20896,14668,20090731
22229,14668,20090801
30834,40772,20090808
14668,57045,20090807
39920,39311,20090605
27447,33770,20090726
14667,28639,20090801
14496,21500,20090821
13836,14667,20090818
52157,52157,20090604
10076,14667,20090818
30834,40772,20090809
25113,14667,20090805
26081,14495,20090802
26706,21501,20090804
19580,18894,20090611
18262,19171,20090220
15148,15148,20090614
19170,19171,20090416
19170,19170,20090317
25283,19171,20090225
18696,22834,20090307
19975,22106,20090607
19544,19171,20090617
18649,19170,20090309
17735,19585,20090423
33046,18659,20090308
25951,19171,20090617
20440,15148,20090616
18265,19171,20090421
17735,19171,20090401
40002,33662,20090606
19171,19171,20090625
19170,19171,20090507
19171,19171,20090603
15148,15148,20090527
15147,12982,20090425
19170,6115,20090306
45516,19171,20090413
19170,21128,20090225
18649,19171,20090623
16480,19171,20090612
20402,36392,20090501
19582,15148,20090522
22728,19171,20090609
15148,19171,20090215
15147,15148,20090221
19170,15148,20090615
19171,15148,20090411
19568,19171,20090312
18649,19567,20090503
15148,21002,20090501
19567,18696,20090222
17891,19171,20090502
28798,19069,20090219
15522,19245,20090315
21515,21497,20090307
15522,19171,20090612
19171,19171,20090605
19171,23004,20090226
19170,21539,20090622
17735,43557,20090702
19567,15147,20090331
19171,19170,20090630
22979,52886,20090506
19171,12973,20090518
18649,19171,20090526
19171,19171,20090227
17889,15147,20090511
18649,19171,20090705
18649,19171,20090506
19555,21001,20090227
18691,19171,20090601
19170,15148,20090603
19170,15148,20090430
19171,19171,20090319
57877,19171,20090611
17738,15148,20090513
6110,7158,20090428
66414,73375,20090312
19170,73286,20090518
18264,66414,20090312
22834,22829,20090419
19170,15148,20090527
18696,19297,20090508
19171,19171,20090302
22864,38456,20090218
19170,15148,20090502
74163,21126,20090318
19171,19171,20090222
18649,19171,20090316
19171,19171,20090426
19545,19171,20090302
19171,19171,20090615
19171,19171,20090507
19170,18649,20090519
23004,19562,20090223
19170,21001,20090630
19568,15145,20090409
27278,30716,20090215
19170,19578,20090403
19171,19171,20090514
19171,19170,20090430
19171,15147,20090618
19170,45516,20090413
17735,15147,20090709
19171,25309,20090304
51807,51772,20090422
17889,19171,20090623
19170,19171,20090604
17735,19171,20090629
17698,19171,20090619
29802,19171,20090310
3904,2265,20090519
18942,60415,20090422
19170,19171,20090329
19171,19171,20090420
19170,15148,20090710
19171,19578,20090509
18696,19171,20090520
19171,25832,20090225
19578,19171,20090609
18649,19170,20090621
19555,15148,20090604
56808,19171,20090526
43289,21001,20090517
21539,21538,20090622
6684,15148,20090428
19171,15147,20090611
39076,59118,20090529
18649,19171,20090630
17889,19171,20090604
18636,16223,20090213
19171,73918,20090317
19170,19171,20090303
24379,19171,20090226
19171,19084,20090222
17735,15147,20090619
21368,36392,20090314
19170,21002,20090427
18649,19171,20090219
18264,19464,20090706
19171,19171,20090410
19171,19571,20090313
18696,15146,20090531
31845,19171,20090309
15148,19069,20090426
19170,19171,20090506
22482,19170,20090511
19170,19171,20090402
28798,28798,20090219
18696,63666,20090224
66630,23122,20090418
19171,36392,20090222
17889,15148,20090526
37993,22834,20090419
19562,19084,20090615
56180,25266,20090226
19170,19171,20090521
18649,19171,20090517
19170,19171,20090303
19170,19171,20090624
3671,19171,20090427
18649,15148,20090425
19567,15147,20090426
18696,19171,20090221
19490,19171,20090624
24668,35370,20090215
2266,17622,20090519
6115,6115,20090306
20500,19171,20090330
19171,15148,20090617
17735,19171,20090313
19171,19171,20090216
19579,19171,20090224
15148,25217,20090216
19170,19171,20090219
19170,19171,20090531
19171,19171,20090425
16994,16502,20090612
19171,25282,20090617
22549,19170,20090706
19171,19170,20090420
19495,44000,20090227
18649,19171,20090702
19170,23004,20090223
58548,19171,20090701
19457,19171,20090507
38394,18519,20090218
19171,19171,20090313
33563,19171,20090606
27922,28708,20090227
19171,19171,20090216
19170,19173,20090602
19170,19171,20090227
21538,17735,20090622
19170,17734,20090224
58041,19069,20090303
15148,15148,20090507
21002,36392,20090228
19171,19171,20090302
19171,15147,20090623
19171,19171,20090710
18696,19171,20090501
21003,36392,20090529
17736,26629,20090316
71428,19171,20090421
18696,20456,20090602
19171,19171,20090310
18621,19171,20090522
19171,15537,20090504
19171,19171,20090508
19171,15147,20090311
19170,15148,20090516
19171,30171,20090624
73918,73918,20090318
29200,40006,20090415
19568,15147,20090612
4853,19002,20090307
19171,15147,20090525
37741,35289,20090623
19171,15148,20090629
31496,19171,20090530
19170,15148,20090703
34308,19580,20090611
21262,19171,20090401
17889,15148,20090225
25217,15148,20090217
18696,15159,20090419
19171,19171,20090622
18518,18517,20090214
15522,19171,20090524
18696,20005,20090607
19171,19171,20090410
19084,19171,20090222
19171,19171,20090608
19170,15148,20090226
19567,19171,20090503
18694,19171,20090407
19170,15147,20090506
19585,22774,20090330
36392,36392,20090215
19555,19171,20090219
19171,15148,20090605
19585,19170,20090519
19171,15148,20090509
17889,15148,20090317
19170,18660,20090416
19171,19558,20090417
19567,15147,20090706
36392,15148,20090705
5857,29631,20090404
19171,3901,20090519
19171,18696,20090330
19171,15148,20090708
19171,21387,20090620
19171,30564,20090216
18620,19359,20090222
18649,36392,20090705
56510,19171,20090702
18696,19171,20090603
35367,15148,20090314
19585,19171,20090525
18621,19171,20090329
15146,22575,20090628
19552,15147,20090402
19582,19170,20090412
19171,34973,20090220
15522,19171,20090218
19171,15148,20090524
19170,19171,20090516
59049,19171,20090403
19171,39290,20090619
19170,15148,20090403
23580,15148,20090227
19171,19170,20090627
19567,15148,20090512
19171,15148,20090610
19171,21331,20090424
19171,19171,20090523
19568,3698,20090427
56952,56964,20090303
17735,19171,20090222
15159,19171,20090530
24613,36392,20090419
49363,49211,20090528
18943,19171,20090402
18266,15148,20090702
18533,18660,20090213
19170,17734,20090422
21318,17657,20090406
25266,28003,20090226
39717,19171,20090415
15522,19171,20090331
19170,19171,20090512
19170,34308,20090611
19170,15148,20090626
15148,19171,20090614
19170,17734,20090420
18649,22728,20090505
19171,19171,20090519
18696,19171,20090510
19567,15148,20090520
17739,56816,20090226
18943,28868,20090227
72745,72839,20090409
28868,19297,20090227
19170,57877,20090611
22982,15148,20090503
19171,19171,20090601
19170,15147,20090707
18646,17731,20090413
19170,15147,20090701
19171,19171,20090708
18649,19171,20090626
18940,71686,20090421
24412,33046,20090308
18649,19026,20090515
29196,19171,20090416
27918,29201,20090310
19171,19171,20090527
19171,19171,20090521
39290,22186,20090620
15148,15148,20090621
43350,19171,20090702
19170,19171,20090426
19170,15147,20090625
19170,20695,20090410
19170,19171,20090523
29547,25896,20080121
32433,29137,20071207
25497,29135,20080430
26129,27046,20080108
25863,25864,20080119
25863,25896,20071210
26123,25864,20080115
25896,25896,20071218
25883,25881,20071224
28864,25864,20080107
25862,28461,20071228
51976,49657,20071215
26129,26129,20080324
26006,28864,20080329
25862,25896,20071222
27669,25902,20080326
32433,25864,20071220
27380,25881,20071214
36499,27670,20080324
24524,25864,20071214
25972,27800,20080422
53451,49663,20071216
28864,25864,20080328
25881,28778,20080112
25497,26122,20080221
26122,25864,20080309
29228,29228,20070621
39752,49560,20070612
31615,32433,20070604
31853,29135,20070627
31824,29135,20070626
30992,30559,20070531
31141,31261,20070528
30138,45338,20070525
34838,29135,20070627
30963,29135,20070608
29228,31275,20070526
32433,31141,20070606
31801,29135,20070620
29134,32432,20070523
31276,32433,20070612
23427,55467,20070513
32433,27187,20070519
27283,22314,20070526
21776,29135,20070601
26128,28868,20090419
26129,26130,20081221
27045,25902,20090313
27546,48831,20090523
26129,26130,20090619
27047,26130,20090425
26130,26130,20090628
25901,26130,20090411
26130,27546,20090403
4868,26130,20090308
25893,26130,20090405
27670,49830,20090110
26123,26123,20081222
28612,31828,20090306
26130,26130,20090109
25909,25909,20090414
27381,26130,20090320
26122,26086,20090601
49778,48831,20090623
26130,40701,20090311
27722,26128,20090422
25185,25187,20090421
26130,26130,20090104
25863,26130,20090412
26129,26130,20090108
25985,48831,20090521
23441,26130,20090305
26130,26130,20090106
25987,32038,20090401
26130,26130,20081221
26130,26130,20090708
26128,25786,20090103
27071,26132,20090627
27668,26130,20090612
26129,26130,20090102
25883,45959,20081228
28632,28632,20081222
26129,48831,20090603
25863,26130,20090322
26130,26130,20081219
49981,31694,20090524
26129,26130,20090309
22074,26130,20090424
25185,36259,20090407
42688,26006,20090506
58027,58021,20081222
28613,26130,20090429
25971,26130,20090520
26130,26130,20081223
28045,25366,20090704
53774,54035,20081222
26131,27380,20090221
27722,28779,20090109
26129,24686,20090104
27546,26130,20090331
49777,26130,20090528
28632,27724,20081222
27362,26127,20090105
27722,26130,20090319
25883,26130,20090626
26130,25977,20090703
36280,26130,20090611
27670,26130,20090313
26128,26130,20090420
27668,26130,20090321
9348,9264,20081227
25933,26130,20090315
53806,26409,20081215
30125,26130,20090308
26008,26130,20090109
25863,26130,20081221
26130,26130,20090416
26130,26130,20081215
26129,25139,20090511
27724,25139,20090416
27380,25139,20090319
26128,26130,20090615
54780,26130,20090505
29547,26130,20090418
29135,26130,20090219
57452,57920,20081217
30711,26130,20081225
25972,58021,20081222
26122,26129,20090624
27723,26131,20090306
25883,26130,20090425
26130,26130,20090412
26088,26131,20090630
25882,48891,20090614
26130,26129,20090428
25176,26130,20090416
28613,33058,20090426
48493,26130,20090526
26129,27045,20090313
25902,26130,20090111
27360,26130,20090207
27360,26129,20090418
27046,32537,20090306
49862,30874,20090605
26130,26130,20090629
25883,33179,20090217
32721,25970,20090220
26129,26130,20090705
28622,25820,20090427
27048,26130,20090416
50232,28614,20081222
57420,25883,20081219
26130,26130,20090403
28458,24302,20090315
25971,36823,20090507
37340,26131,20090706
26130,26130,20090421
26130,27360,20090418
27668,26130,20090220
49306,26130,20090525
25935,25139,20090423
26129,26130,20081222
27546,33058,20090318
25595,26130,20090404
28461,26130,20090422
25366,26130,20090703
25185,26130,20090410
58755,27380,20090409
27046,26130,20090221
26129,26130,20081225
27380,27380,20090306
25923,48792,20090428
25862,25286,20081224
25987,48793,20090520
26417,26130,20081215
27546,48831,20090524
26131,36259,20090321
26131,25139,20090425
27700,26130,20090409
26130,26130,20090430
31694,26130,20090524
28461,31280,20090311
26130,26130,20090406
26130,27380,20090522
48851,26130,20090429
26129,26130,20081220
25882,64107,20090622
26129,26129,20090107
32719,33189,20090313
24522,25139,20090331
25187,25863,20090315
26130,26130,20090322
25286,50241,20081224
25972,48831,20090525
29508,26130,20090428
27048,27380,20090108
27668,27668,20090321
25238,32554,20090630
25185,26130,20090423
25985,45829,20090529
28491,23442,20090407
27046,26131,20081216
26129,26130,20090105
26121,41908,20090412
26130,26130,20090403
26130,26130,20090305
26129,26130,20090312
29545,58021,20081219
25185,26129,20090310
49982,26130,20090531
25787,26130,20090703
49709,25139,20090428
57452,57880,20081219
26130,27044,20090309
48851,26130,20090616
25187,26130,20090408
25902,27668,20090314
25882,26058,20090704
31369,26008,20081226
25971,48851,20090525
25883,25139,20090316
36769,58649,20090409
26130,26130,20090312
27044,26130,20090307
25187,25139,20090410
26129,26130,20090110
26130,26130,20081219
25883,26130,20090706
26130,26130,20090404
26130,57920,20090104
27724,26058,20090109
27045,32038,20090313
27546,28044,20090406
27360,48831,20090530
36259,26130,20090321
26130,25882,20090402
35972,30085,20081226
36562,26130,20090305
36488,25139,20090407
25185,26130,20090421
26006,26006,20081226
26130,26130,20090402
41990,26129,20090507
26129,25991,20090528
27380,31055,20090429
25898,26130,20090217
27381,26446,20090701
26130,26131,20090424
26130,26130,20090502
26130,26130,20090107
49982,26130,20090529
25985,55672,20090401
48792,48831,20090529
28845,25366,20090703
26130,26128,20081225
26129,26130,20090217
26129,27441,20090507
26129,26130,20090507
53062,57452,20081216
57371,49333,20090623
25997,26130,20090413
26128,25883,20090506
25186,25987,20090331
32777,33016,20090219
40240,26130,20090102
28864,26130,20090612
23442,26130,20090316
26130,26130,20090411
27047,27668,20090612
64024,26130,20090624
36488,26130,20090521
27136,27137,20090506
27670,27722,20090313
25863,26130,20081225
26130,26129,20090219
27441,25367,20090507
28332,31387,20090427
25787,30904,20081227
26130,26130,20090220
27546,25971,20090311
27801,48831,20090426
26129,28845,20090703
25139,26130,20090428
26129,53062,20081216
25883,26130,20090528
27670,26130,20090220
25986,26130,20081217
31002,25995,20090605
27722,25139,20090429
27131,25139,20090309
27722,26130,20090219
27046,26130,20090629
9079,25787,20081227
27129,26225,20090402
25883,27361,20081222
26130,27815,20090308
25977,26131,20090621
26131,27047,20090701
27360,26130,20090403
27360,26130,20090314
26130,26130,20090307
32769,26130,20090217
26129,26130,20090105
26129,26130,20090312
36485,26130,20090401
25187,25140,20090317
26007,48831,20090620
26130,26130,20090310
26130,26130,20090410
26130,31806,20081226
25979,26130,20090105
26129,26130,20090107
23708,26130,20081226
25187,26129,20090309
26130,27380,20090218
26130,26130,20090308
25185,25286,20090420
26129,26130,20090702
27362,26130,20090109
27546,48831,20090526
49981,26086,20090530
33241,26130,20090314
27724,4868,20090321
25997,26130,20090308
26130,48831,20090605
26129,55672,20090428
26122,35972,20081226
26130,33058,20090308
24999,26130,20090330
49778,26130,20090523
26130,26130,20090412
26130,21525,20090410
48493,48831,20090525
32721,26130,20090307
27381,26130,20090105
26130,26130,20090406
26129,26129,20081216
26129,25785,20090216
25187,26130,20090511
26129,26130,20090428
25186,26130,20090317
25977,27722,20090216
26131,27722,20090330
26131,25972,20090207
49778,48831,20090528
25971,48831,20090531
26129,25883,20090424
26124,26130,20090402
29887,26130,20090311
28868,26129,20081226
26129,26130,20090403
27046,26130,20090408
22630,28503,20090419
57915,57409,20081219
27947,26131,20081226
25115,29629,20090430
26129,26130,20090109
26129,26130,20090108
25883,26130,20090506
26122,26130,20090330
43093,26130,20081223
26130,26130,20090321
26008,53279,20090708
26129,26129,20090527
27360,48831,20090621
27670,26130,20090218
26129,26129,20090420
26130,26130,20090412
26130,27669,20081221
47834,26130,20090110
26130,26130,20090110
26131,25988,20090218
26126,26130,20090624
26087,26086,20081228
49981,27669,20090604
28461,26130,20090511
26130,26130,20090402
26122,47791,20081223
26129,26122,20081227
53062,26130,20090104
27722,36485,20090611
25972,25187,20090415
27046,36562,20090305
25863,26130,20081228
32066,32066,20090428
26132,26130,20090402
27667,26087,20090511
31829,26130,20090306
31388,26130,20090508
26128,27361,20090312
25187,26130,20090414
28779,26130,20090109
27293,26130,20090420
27382,39163,20090318
28045,26130,20090406
25863,25138,20090317
26060,28777,20081226
25995,27380,20081216
27045,27669,20090109
26122,26130,20090424
26129,26130,20090110
26130,25863,20090322
26130,26130,20090615
26130,26130,20090505
26130,26130,20090701
26129,25864,20090321
54780,26485,20090413
50276,26130,20090602
28657,28643,20081226
26121,25990,20090419
27668,26130,20090412
48851,64108,20090623
57920,58021,20081222
28643,28864,20081226
27362,26130,20090409
26130,26130,20090419
48868,26130,20090426
26130,26130,20090216
26130,26130,20090308
26131,32038,20090219
27547,26130,20090317
27722,33016,20090307
26130,26130,20090317
26129,25862,20081228
36486,26130,20090313
26121,25863,20090411
49778,49489,20090525
21522,26130,20090410
27546,48516,20090616
26129,28777,20081217
28045,26130,20090110
25901,25991,20081222
26130,28044,20090110
28045,26130,20090307
27724,25139,20090310
33156,26130,20090322
27360,26130,20090418
26130,26129,20081217
31250,4971,20090307
27722,25139,20090421
57452,57920,20081216
27722,26130,20081227
25971,48831,20090428
50241,42760,20081224
28106,26917,20081221
47983,26130,20090614
58021,25986,20081217
27361,26130,20090622
26129,26121,20090601
25927,26130,20090506
28865,27669,20090109
27381,26130,20090314
25883,25982,20090307
26130,26130,20081225
27046,26130,20090615
26131,25652,20090220
27310,25139,20090309
27724,25139,20090312
26130,31271,20090508
55673,26130,20090401
50032,26130,20090618
26130,26132,20090111
28651,26130,20090308
31829,26130,20090630
25286,26130,20090626
26131,31055,20090404
27380,26130,20081216
25971,29675,20081219
26131,26130,20090529
27383,48831,20090606
27546,48831,20090528
27669,25901,20090701
27360,28044,20090307
25986,48831,20090602
27724,26130,20081222
27303,26130,20090415
27653,30652,20081225
26825,25139,20090416
71208,71205,20081229
27723,26130,20090331
27670,31055,20090426
25883,27380,20090307
48792,48831,20090620
28501,26130,20081224
26122,9348,20081227
36464,33087,20090220
26129,28779,20090612
27546,48831,20090618
26130,26130,20081228
27047,26130,20081219
26120,26130,20090413
49777,26130,20090522
27382,26130,20090319
26131,41259,20090619
27670,27670,20081219
56233,26417,20081216
25286,28641,20081224
37341,26131,20090702
27047,25139,20090410
28777,57452,20081217
26130,26130,20090629
31907,27722,20081227
26129,27361,20090219
26130,26130,20090330
26129,26130,20090309
28106,29567,20081221
25918,25988,20090425
48851,36489,20090521
48493,26129,20090603
26130,26130,20081226
26129,26130,20090103
26129,26130,20090311
25863,26130,20090411
26129,25286,20090408
26129,26130,20090412
40701,26130,20090311
26129,26130,20090306
25977,26130,20090701
27380,26130,20090313
26129,26130,20090102
39162,26130,20090318
26129,26125,20090330
26129,26130,20090108
27045,27668,20090217
60423,30558,20090623
27046,28870,20090707
26128,25863,20081221
25988,26130,20090411
26007,28046,20090109
27546,48831,20090604
26129,26130,20090218
25883,37341,20090706
26131,27669,20081222
26132,27546,20090218
26129,26130,20081220
4868,33151,20090322
26130,24698,20081225
49778,22276,20090620
26131,36485,20090220
26130,26130,20090103
27670,28106,20081221
50276,26130,20090617
27048,27380,20090220
49778,28349,20090527
25498,26130,20090424
25187,26130,20090407
49982,26446,20090621
42335,25286,20081224
25971,36259,20090409
26130,23551,20090705
25182,26130,20090427
27045,26130,20090706
26129,26130,20090107
27724,28779,20090109
26130,26130,20090217
27670,33151,20090314
28106,28106,20081221
25972,48831,20090617
26129,26130,20081223
26130,26130,20090106
29509,26130,20090610
46901,48262,20090102
46115,49297,20090103
33140,49297,20090109
49384,29134,20090112
27439,48707,20090101
49326,46629,20081224
31323,31858,20081122
31261,30934,20081124
31820,32111,20090120
31304,32004,20081030
30656,32004,20081116
30989,30975,20081115
31312,30988,20090224
32004,30994,20081029
31195,30934,20090225
31218,31856,20090312
30934,30994,20081101
31235,31851,20090228
32014,30916,20081125
31907,30994,20081205
31855,30994,20081106
31304,32004,20081120
31875,31668,20081105
30710,30994,20090223
31667,31667,20090319
30994,30994,20090311
31937,30934,20081121
33110,31859,20081206
30988,32014,20081124
31620,30934,20090224
31799,31822,20090120
30652,32004,20081109
31109,30934,20081024
32014,30993,20081112
33099,32673,20081102
32004,31029,20081117
32004,32014,20090119
31960,32004,20081026
30854,32014,20090319
31854,30934,20081025
31937,32004,20081030
29234,31848,20081103
31261,32004,20081204
31820,32014,20081103
30839,30988,20090222
31860,30934,20081113
31906,30994,20081119
30968,33180,20090314
31799,30994,20081107
31033,32004,20081119
31666,32004,20081124
31936,36017,20090116
31232,32004,20081103
31652,30138,20081114
31614,30934,20081030
31849,30615,20090115
32004,30975,20081116
30994,30934,20081025
31858,30994,20081105
31799,32004,20081029
31652,32004,20090313
31854,30934,20081031
32014,32004,20081108
31799,32004,20081027
30993,32014,20081121
31209,32004,20081123
31820,32004,20081113
31141,31016,20090304
31952,30934,20090307
31141,30989,20090313
31669,32004,20090113
31323,31282,20081120
31323,30988,20081027
31907,31016,20081121
31907,30994,20081204
69686,31280,20090117
31323,31860,20081126
30994,32004,20081029
31858,30934,20081109
31847,30994,20081114
31323,30975,20081111
31614,32004,20081115
31614,32751,20081206
31278,32004,20081117
31858,30975,20081118
31323,32004,20081205
31820,29787,20090227
57339,60555,20070903
52425,31919,20081021
28658,28641,20081224
60555,60555,20071214
28463,25790,20081014
25382,31595,20090114
36427,51935,20090214
31935,52794,20081020
28353,29560,20070901
57339,53279,20070804
31927,31961,20090315
32752,31595,20081227
32003,31806,20090307
25768,31952,20081015
31590,51485,20090116
49424,28621,20081201
32598,28613,20081104
32775,58068,20080423
32992,32991,20080708
41895,32992,20080509
29135,36930,20080425
58139,32776,20080507
41498,58068,20080630
32992,57570,20080506
57513,57570,20080419
58068,32776,20080701
32432,58068,20080418
48901,42886,20080517
60041,57570,20080503
32992,58068,20080527
33111,33111,20080513
58139,32992,20080430
57570,64174,20080510
57041,29134,20080415
58139,32992,20080505
58068,32992,20080424
32992,57570,20080509
58068,58381,20080510
58068,58068,20080510
32992,57570,20080508
41819,57570,20080416
58150,58068,20080510
32776,57570,20080505
29505,58068,20080701
58068,32992,20080506
46071,32992,20080707
32776,58139,20080602
44821,57570,20080421
32432,57570,20080428
56642,32992,20080703
59474,48902,20080517
46093,32992,20080604
33525,32589,20080422
57901,32992,20080630
32992,57570,20080430
57811,32776,20080423
32433,37028,20070627
29135,35821,20070705
33178,48027,20070706
35821,29135,20070706
48262,63470,20070629
60553,29134,20070705
29135,60103,20070704
27574,54409,20090118
32433,28444,20080627
31055,28444,20081012
32752,28443,20091112
37110,27574,20090627
28051,28444,20090811
27656,32341,20081016
27575,48023,20090322
30585,29134,20090901
32776,28444,20090218
28050,28444,20080706
32450,29134,20090722
27568,28443,20091230
36243,34559,20090812
28451,29135,20090108
29640,28444,20090610
30585,53027,20090324
27580,28443,20080705
44017,44016,20091231
32433,29526,20070530
28446,29135,20091217
34559,28443,20070620
30585,29135,20090518
32776,30585,20090628
33022,28444,20080512
32776,28444,20080507
28446,29135,20090514
55809,63024,20091227
36043,27575,20091219
36564,28444,20090115
30585,32993,20091014
29136,27574,20080825
37346,27574,20090109
31839,31256,20091217
32433,28444,20090619
27574,29135,20090324
28051,28443,20081219
31840,28444,20080709
27576,29135,20081015
29136,26228,20090211
34255,28444,20090318
58035,28444,20090906
37230,27574,20090805
31057,28444,20090928
36280,27574,20091026
58253,28443,20090612
30585,29135,20090527
28444,28444,20080831
31840,32968,20091203
33107,28444,20090929
29136,59882,20090823
32776,28444,20091014
30585,25856,20070625
27574,28444,20081214
37231,28444,20090430
28050,27574,20081112
27574,29135,20081023
29047,28444,20080708
30585,47056,20080824
27574,54409,20090501
37230,28444,20081225
27574,29135,20081127
63030,27575,20081115
32209,36897,20090806
