source,dest,time
25883,25139,20090316
36769,58649,20090409
26130,26130,20090312
27044,26130,20090307
25187,25139,20090410
26129,26130,20090110
26130,26130,20081219
25883,26130,20090706
26130,26130,20090404
26130,57920,20090104
27724,26058,20090109
27045,32038,20090313
27546,28044,20090406
27360,48831,20090530
36259,26130,20090321
26130,25882,20090402
35972,30085,20081226
36562,26130,20090305
36488,25139,20090407
25185,26130,20090421
26006,26006,20081226
26130,26130,20090402
41990,26129,20090507
26129,25991,20090528
27380,31055,20090429
25898,26130,20090217
27381,26446,20090701
26130,26131,20090424
26130,26130,20090502
26130,26130,20090107
49982,26130,20090529
25985,55672,20090401
48792,48831,20090529
28845,25366,20090703
26130,26128,20081225
26129,26130,20090217
26129,27441,20090507
26129,26130,20090507
53062,57452,20081216
57371,49333,20090623
25997,26130,20090413
26128,25883,20090506
25186,25987,20090331
32777,33016,20090219
40240,26130,20090102
28864,26130,20090612
23442,26130,20090316
26130,26130,20090411
27047,27668,20090612
64024,26130,20090624
36488,26130,20090521
27136,27137,20090506
27670,27722,20090313
25863,26130,20081225
26130,26129,20090219
27441,25367,20090507
28332,31387,20090427
25787,30904,20081227
26130,26130,20090220
27546,25971,20090311
27801,48831,20090426
26129,28845,20090703
25139,26130,20090428
26129,53062,20081216
25883,26130,20090528
27670,26130,20090220
25986,26130,20081217
31002,25995,20090605
27722,25139,20090429
27131,25139,20090309
27722,26130,20090219
27046,26130,20090629
9079,25787,20081227
27129,26225,20090402
25883,27361,20081222
26130,27815,20090308
25977,26131,20090621
26131,27047,20090701
27360,26130,20090403
27360,26130,20090314
26130,26130,20090307
32769,26130,20090217
26129,26130,20090105
26129,26130,20090312
36485,26130,20090401
25187,25140,20090317
26007,48831,20090620
26130,26130,20090310
26130,26130,20090410
26130,31806,20081226
25979,26130,20090105
26129,26130,20090107
23708,26130,20081226
25187,26129,20090309
26130,27380,20090218
26130,26130,20090308
25185,25286,20090420
26129,26130,20090702
27362,26130,20090109
27546,48831,20090526
49981,26086,20090530
33241,26130,20090314
27724,4868,20090321
25997,26130,20090308
26130,48831,20090605
26129,55672,20090428
26122,35972,20081226
26130,33058,20090308
24999,26130,20090330
49778,26130,20090523
26130,26130,20090412
26130,21525,20090410
48493,48831,20090525
32721,26130,20090307
27381,26130,20090105
26130,26130,20090406
26129,26129,20081216
26129,25785,20090216
25187,26130,20090511
26129,26130,20090428
25186,26130,20090317
25977,27722,20090216
26131,27722,20090330
26131,25972,20090207
49778,48831,20090528
25971,48831,20090531
26129,25883,20090424
26124,26130,20090402
29887,26130,20090311
28868,26129,20081226
26129,26130,20090403
27046,26130,20090408
22630,28503,20090419
57915,57409,20081219
27947,26131,20081226
25115,29629,20090430
26129,26130,20090109
26129,26130,20090108
25883,26130,20090506
26122,26130,20090330
43093,26130,20081223
26130,26130,20090321
26008,53279,20090708
26129,26129,20090527
27360,48831,20090621
27670,26130,20090218
26129,26129,20090420
26130,26130,20090412
26130,27669,20081221
47834,26130,20090110
26130,26130,20090110
26131,25988,20090218
26126,26130,20090624
26087,26086,20081228
49981,27669,20090604
28461,26130,20090511
26130,26130,20090402
26122,47791,20081223
26129,26122,20081227
53062,26130,20090104
27722,36485,20090611
25972,25187,20090415
27046,36562,20090305
25863,26130,20081228
32066,32066,20090428
26132,26130,20090402
27667,26087,20090511
31829,26130,20090306
31388,26130,20090508
26128,27361,20090312
25187,26130,20090414
28779,26130,20090109
27293,26130,20090420
27382,39163,20090318
28045,26130,20090406
25863,25138,20090317
26060,28777,20081226
25995,27380,20081216
27045,27669,20090109
26122,26130,20090424
26129,26130,20090110
26130,25863,20090322
26130,26130,20090615
26130,26130,20090505
26130,26130,20090701
26129,25864,20090321
54780,26485,20090413
50276,26130,20090602
28657,28643,20081226
26121,25990,20090419
27668,26130,20090412
48851,64108,20090623
57920,58021,20081222
28643,28864,20081226
27362,26130,20090409
26130,26130,20090419
48868,26130,20090426
26130,26130,20090216
26130,26130,20090308
26131,32038,20090219
27547,26130,20090317
27722,33016,20090307
26130,26130,20090317
26129,25862,20081228
36486,26130,20090313
26121,25863,20090411
49778,49489,20090525
21522,26130,20090410
27546,48516,20090616
26129,28777,20081217
28045,26130,20090110
25901,25991,20081222
26130,28044,20090110
28045,26130,20090307
27724,25139,20090310
33156,26130,20090322
27360,26130,20090418
26130,26129,20081217
31250,4971,20090307
27722,25139,20090421
57452,57920,20081216
27722,26130,20081227
25971,48831,20090428
50241,42760,20081224
28106,26917,20081221
47983,26130,20090614
58021,25986,20081217
27361,26130,20090622
26129,26121,20090601
25927,26130,20090506
28865,27669,20090109
27381,26130,20090314
25883,25982,20090307
26130,26130,20081225
27046,26130,20090615
26131,25652,20090220
27310,25139,20090309
27724,25139,20090312
26130,31271,20090508
55673,26130,20090401
50032,26130,20090618
26130,26132,20090111
28651,26130,20090308
31829,26130,20090630
25286,26130,20090626
26131,31055,20090404
27380,26130,20081216
25971,29675,20081219
26131,26130,20090529
27383,48831,20090606
27546,48831,20090528
27669,25901,20090701
27360,28044,20090307
25986,48831,20090602
27724,26130,20081222
27303,26130,20090415
27653,30652,20081225
26825,25139,20090416
71208,71205,20081229
27723,26130,20090331
27670,31055,20090426
25883,27380,20090307
48792,48831,20090620
28501,26130,20081224
26122,9348,20081227
36464,33087,20090220
26129,28779,20090612
27546,48831,20090618
26130,26130,20081228
27047,26130,20081219
26120,26130,20090413
49777,26130,20090522
27382,26130,20090319
26131,41259,20090619
27670,27670,20081219
56233,26417,20081216
25286,28641,20081224
37341,26131,20090702
27047,25139,20090410
28777,57452,20081217
26130,26130,20090629
31907,27722,20081227
26129,27361,20090219
26130,26130,20090330
26129,26130,20090309
28106,29567,20081221
25918,25988,20090425
48851,36489,20090521
48493,26129,20090603
26130,26130,20081226
26129,26130,20090103
26129,26130,20090311
25863,26130,20090411
26129,25286,20090408
26129,26130,20090412
40701,26130,20090311
26129,26130,20090306
25977,26130,20090701
27380,26130,20090313
26129,26130,20090102
39162,26130,20090318
26129,26125,20090330
26129,26130,20090108
27045,27668,20090217
60423,30558,20090623
27046,28870,20090707
26128,25863,20081221
25988,26130,20090411
26007,28046,20090109
27546,48831,20090604
26129,26130,20090218
25883,37341,20090706
26131,27669,20081222
26132,27546,20090218
26129,26130,20081220
4868,33151,20090322
26130,24698,20081225
49778,22276,20090620
26131,36485,20090220
26130,26130,20090103
27670,28106,20081221
50276,26130,20090617
27048,27380,20090220
49778,28349,20090527
25498,26130,20090424
25187,26130,20090407
49982,26446,20090621
42335,25286,20081224
25971,36259,20090409
26130,23551,20090705
25182,26130,20090427
27045,26130,20090706
26129,26130,20090107
27724,28779,20090109
26130,26130,20090217
27670,33151,20090314
28106,28106,20081221
25972,48831,20090617
26129,26130,20081223
26130,26130,20090106
29509,26130,20090610
46901,48262,20090102
46115,49297,20090103
33140,49297,20090109
49384,29134,20090112
27439,48707,20090101
49326,46629,20081224
31323,31858,20081122
31261,30934,20081124
31820,32111,20090120
31304,32004,20081030
30656,32004,20081116
30989,30975,20081115
31312,30988,20090224
32004,30994,20081029
31195,30934,20090225
31218,31856,20090312
30934,30994,20081101
31235,31851,20090228
32014,30916,20081125
31907,30994,20081205
31855,30994,20081106
31304,32004,20081120
31875,31668,20081105
30710,30994,20090223
31667,31667,20090319
30994,30994,20090311
31937,30934,20081121
33110,31859,20081206
30988,32014,20081124
31620,30934,20090224
31799,31822,20090120
30652,32004,20081109
31109,30934,20081024
32014,30993,20081112
33099,32673,20081102
32004,31029,20081117
32004,32014,20090119
31960,32004,20081026
30854,32014,20090319
31854,30934,20081025
31937,32004,20081030
29234,31848,20081103
31261,32004,20081204
31820,32014,20081103
30839,30988,20090222
31860,30934,20081113
31906,30994,20081119
30968,33180,20090314
31799,30994,20081107
31033,32004,20081119
31666,32004,20081124
31936,36017,20090116
31232,32004,20081103
31652,30138,20081114
31614,30934,20081030
31849,30615,20090115
32004,30975,20081116
30994,30934,20081025
31858,30994,20081105
31799,32004,20081029
31652,32004,20090313
31854,30934,20081031
32014,32004,20081108
31799,32004,20081027
30993,32014,20081121
31209,32004,20081123
31820,32004,20081113
31141,31016,20090304
31952,30934,20090307
31141,30989,20090313
31669,32004,20090113
31323,31282,20081120
31323,30988,20081027
31907,31016,20081121
31907,30994,20081204
69686,31280,20090117
31323,31860,20081126
30994,32004,20081029
31858,30934,20081109
31847,30994,20081114
31323,30975,20081111
31614,32004,20081115
31614,32751,20081206
31278,32004,20081117
31858,30975,20081118
31323,32004,20081205
31820,29787,20090227
57339,60555,20070903
52425,31919,20081021
28658,28641,20081224
60555,60555,20071214
28463,25790,20081014
25382,31595,20090114
36427,51935,20090214
31935,52794,20081020
28353,29560,20070901
57339,53279,20070804
31927,31961,20090315
32752,31595,20081227
32003,31806,20090307
25768,31952,20081015
31590,51485,20090116
49424,28621,20081201
32598,28613,20081104
32775,58068,20080423
32992,32991,20080708
41895,32992,20080509
29135,36930,20080425
58139,32776,20080507
41498,58068,20080630
32992,57570,20080506
57513,57570,20080419
58068,32776,20080701
32432,58068,20080418
48901,42886,20080517
60041,57570,20080503
32992,58068,20080527
33111,33111,20080513
58139,32992,20080430
57570,64174,20080510
57041,29134,20080415
58139,32992,20080505
58068,32992,20080424
32992,57570,20080509
58068,58381,20080510
58068,58068,20080510
32992,57570,20080508
41819,57570,20080416
58150,58068,20080510
32776,57570,20080505
29505,58068,20080701
58068,32992,20080506
46071,32992,20080707
32776,58139,20080602
44821,57570,20080421
32432,57570,20080428
56642,32992,20080703
59474,48902,20080517
46093,32992,20080604
33525,32589,20080422
57901,32992,20080630
32992,57570,20080430
57811,32776,20080423
32433,37028,20070627
29135,35821,20070705
33178,48027,20070706
35821,29135,20070706
48262,63470,20070629
60553,29134,20070705
29135,60103,20070704
27577,28442,20100104
27574,54409,20090118
32433,28444,20080627
31055,28444,20081012
32752,28443,20091112
37110,27574,20090627
28448,32433,20101227
28051,28444,20090811
33112,28444,20100817
27656,32341,20081016
27575,28444,20100301
27575,48023,20090322
30585,29134,20090901
48023,33364,20100405
32776,28444,20090218
28050,28444,20080706
32450,29134,20090722
27568,28443,20091230
36243,34559,20090812
28451,29135,20090108
29640,28444,20090610
30585,53027,20090324
28447,36358,20101225
27580,28443,20080705
44017,44016,20091231
32433,29526,20070530
28446,29135,20091217
34559,28443,20070620
30585,29135,20090518
32776,30585,20090628
30585,29135,20100428
33022,28444,20080512
37239,28444,20100206
27574,29135,20110228
32776,28444,20080507
28446,29135,20090514
55809,63024,20091227
36043,27575,20091219
36564,28444,20090115
30585,32993,20091014
29136,27574,20080825
27574,57093,20100530
37346,27574,20090109
31839,31256,20091217
32433,28444,20090619
31841,30585,20100420
65147,64928,20100124
27574,29135,20090324
28051,28443,20081219
31840,28444,20080709
27576,29135,20081015
29136,26228,20090211
34255,28444,20090318
31840,28444,20100914
32433,28043,20100723
58035,28444,20090906
29663,29663,20101012
37230,27574,20090805
30585,27576,20100527
32776,28444,20100516
27574,58320,20100731
31057,28444,20090928
36280,27574,20091026
30585,29135,20100223
58253,28443,20090612
30585,29135,20090527
28444,28444,20080831
31840,32968,20091203
33107,28444,20090929
29136,59882,20090823
30753,51513,20100406
32776,28444,20091014
30585,25856,20070625
27574,28444,20081214
31400,31400,20100101
27568,29073,20100405
54561,27574,20100829
37231,28444,20090430
28050,27574,20081112
30585,32721,20100402
33363,29135,20100411
27574,29135,20081023
29047,28444,20080708
30585,47056,20080824
27574,54409,20090501
37230,28444,20081225
27574,29135,20081127
30585,29135,20100517
63030,27575,20081115
32209,36897,20090806
32344,29134,20100329
27574,45296,20091018
30585,29134,20090706
30585,33118,20080925
27574,29135,20090416
27576,41190,20100225
27574,29135,20081114
30585,32554,20090317
53839,28444,20100913
59164,60553,20080529
33022,28444,20081026
45693,27574,20090502
29135,70567,20100907
31840,31975,20100521
25710,28444,20100309
27574,29135,20080424
26222,28444,20100603
32433,57212,20100302
32433,29135,20090324
53027,29135,20090324
30083,30084,20080828
58364,60103,20080513
31770,28444,20090707
27823,28444,20090213
27574,29135,20090803
32344,29135,20100917
30585,29135,20091201
30585,29135,20080912
34091,28443,20100115
28051,27574,20081104
31367,28444,20100101
32378,28444,20090611
19434,29135,20080805
61857,29135,20090913
14043,29135,20081225
32776,28444,20080925
33451,28444,20080901
30585,29135,20080506
28447,29135,20090705
21619,29135,20090830
27822,28444,20090114
28141,27574,20080516
27574,54717,20090411
30585,32721,20100610
32648,28444,20090521
32344,29135,20100323
46071,27575,20091128
28051,59647,20091023
27574,32433,20091221
32432,28444,20090818
34761,29134,20100505
46145,46145,20090517
55351,27574,20100630
64028,55131,20100226
29139,27574,20101214
35887,28444,20090403
29136,29073,20100312
33119,28443,20070414
27575,29135,20100102
28441,30738,20100703
26059,55351,20100716
28447,29135,20090627
41301,27574,20100822
30585,29135,20081031
41198,28444,20090725
22293,29135,20091222
30585,32554,20100311
27574,29135,20091023
28448,40176,20090510
28050,28443,20090105
29134,28743,20100420
29636,27574,20090415
36283,28444,20080702
31839,32721,20100915
32776,28444,20090916
27574,40530,20100911
33118,28444,20090312
28443,29135,20081201
28448,29135,20101028
37125,28449,20081209
25363,36042,20091219
28606,29135,20080519
31840,28444,20100519
37125,28444,20090112
60103,60103,20070724
32776,32776,20100205
31839,28443,20091117
29134,28444,20100314
29134,28443,20091111
31840,29135,20081207
27574,29135,20090623
32341,29135,20080513
39744,27575,20090918
29135,29135,20100307
29137,27574,20101215
28444,29135,20101021
21511,28444,20090330
29136,57211,20100409
27577,29135,20090616
29654,32776,20101224
27815,29135,20100609
32776,28444,20080817
29031,29135,20090909
40647,29135,20100601
58843,27574,20081030
30585,32721,20080826
56649,54744,20100424
33107,28443,20100224
29134,32433,20090725
53770,29135,20100413
31031,28446,20090831
30585,29135,20100409
30585,23214,20080904
28449,29135,20110105
27576,29135,20080829
32433,34559,20090603
36910,28444,20110102
27574,29135,20080504
32777,28444,20081215
30990,28444,20091201
31841,29134,20100730
63024,27574,20091120
44016,56927,20091231
32776,28444,20100311
29134,36274,20100311
27574,29135,20091130
27574,29135,20080801
32432,28444,20091222
56910,60486,20100307
31839,32993,20100407
32776,28444,20080606
32776,28444,20090526
30585,29134,20090610
31840,29135,20090603
32776,28444,20080822
28051,28444,20081217
32433,25882,20100430
27574,27575,20090208
32776,28443,20100504
27574,29135,20080707
27577,28444,20090621
27574,28043,20091101
31841,29135,20080508
29135,17734,20080707
29135,67654,20080530
47923,47746,20091213
33922,29135,20081129
29227,28444,20100501
32776,28444,20081027
22560,22560,20090422
29136,55351,20100624
27574,29134,20081203
55351,29135,20100624
32450,32038,20090402
41120,27574,20100619
29136,59474,20091020
28444,29135,20090319
29134,29134,20100128
27574,48023,20091024
32342,29135,20080514
31841,32342,20090731
33177,31839,20090401
31841,28444,20080706
27574,29135,20090519
57051,54796,20100307
32776,28444,20100105
37001,38051,20101225
60103,29135,20080517
27574,29135,20080817
30585,29135,20100504
31840,29228,20100820
54992,29135,20100516
27577,29134,20091105
32433,29135,20080729
32207,27574,20090421
31841,29135,20090925
32776,28445,20100308
29135,29135,20081227
29525,34559,20090722
27574,29135,20090625
27574,29135,20090414
29134,28444,20100429
29135,33511,20090912
37658,36126,20091017
32433,28444,20090211
60103,59164,20080520
58839,59881,20091025
29136,27574,20100618
30585,29135,20100511
30585,29135,20091202
35821,35821,20070721
31840,28444,20100329
31867,70479,20100523
34133,27574,20090828
33293,27574,20080927
29135,28444,20080428
30084,28444,20091212
30585,32344,20100902
53992,55889,20100106
32776,28444,20100803
55351,29135,20100422
26273,21748,20090109
27576,29135,20080924
31840,29135,20090924
32879,28444,20090907
28444,29135,20100222
28448,29135,20090806
28051,28443,20090206
32151,28443,20100906
32386,29135,20090424
40096,39240,20090118
36239,29135,20100405
29031,29031,20100628
27574,29135,20090521
33087,28444,20100801
32431,28444,20081229
30585,29134,20090628
32718,29135,20090319
27574,29135,20081218
32776,28444,20100706
34260,27575,20090922
27574,36283,20090611
28443,29135,20090730
33031,28444,20100606
32433,28444,20080510
29135,46301,20100531
36239,27447,20090322
31840,28444,20100317
29135,28444,20080423
55351,55404,20100612
28448,27574,20090501
33154,28444,20110110
54991,29135,20100420
30585,29135,20100630
28051,28444,20080704
28442,29135,20100701
32776,28443,20080629
61169,59960,20090621
30585,29135,20100507
34128,63024,20091120
32776,31256,20080912
27574,29135,20091127
30585,33385,20090220
32811,28444,20100826
29134,28444,20100610
49842,28444,20090322
20027,28444,20100605
32341,33195,20100303
21713,32433,20110124
32776,28444,20091011
31840,28444,20090113
32776,28444,20100316
32776,28444,20100607
39454,43435,20090517
32433,27576,20080503
57138,22560,20090221
32805,27574,20101024
40524,28444,20100130
37114,27574,20101217
59164,60553,20080528
31840,29135,20090911
33107,31840,20090316
32754,28444,20090917
28584,32433,20100113
32341,28443,20080914
18518,29135,20100607
30585,31841,20100305
32720,28444,20100903
30738,28444,20090506
35891,27574,20090913
28051,28444,20080701
30585,29135,20100228
59164,58367,20080512
40040,29135,20081126
27575,29135,20091008
37970,27574,20081009
28447,31806,20101024
21745,22293,20091222
40042,28444,20091225
32433,28444,20070627
31840,28443,20100727
30585,32433,20100916
27576,29135,20080512
59221,29135,20100819
29228,29135,20100310
34118,27574,20100813
33188,28444,20090927
27574,29135,20081105
27574,29135,20090607
28050,27575,20100129
29135,28444,20080903
37341,28444,20091102
31839,28444,20090608
32433,55351,20100305
33107,28444,20070420
29140,28444,20101105
30585,29134,20090413
27574,29134,20090106
58381,27575,20090708
31989,55351,20100601
30585,29135,20070611
28446,29135,20090708
49335,60103,20080522
54992,29135,20100610
33107,28444,20100331
27574,29135,20100801
33503,28444,20100819
33440,28354,20090611
46090,29135,20100623
25238,25238,20100425
30585,29134,20090916
37793,29135,20100311
42895,27574,20090102
28448,29135,20091016
32776,28444,20100102
29134,28444,20090419
27656,28444,20081013
35900,47923,20091213
32433,27574,20100702
27574,26007,20100704
29888,28444,20090618
37020,37702,20100130
28445,29135,20090512
32433,12943,20100609
32341,28444,20090730
60552,58366,20080513
30585,29135,20100823
64112,33510,20090621
32776,28444,20090210
28443,29134,20100125
33389,29135,20090509
28051,28444,20110304
33107,31370,20091223
32992,28444,20080918
28051,28444,20080911
26228,27575,20090214
27576,29135,20090429
27574,54991,20090102
58231,28444,20090716
29134,28444,20101009
32433,27575,20100122
29136,27575,20090715
29135,28444,20080703
27575,29135,20090819
27574,28444,20070421
28051,28444,20081224
28111,27575,20090606
58320,60166,20100731
58364,60553,20080512
31840,32433,20091113
32776,29135,20100722
34559,27574,20100414
27574,29135,20090804
31839,28444,20091130
31841,28444,20090621
36281,27574,20090827
32208,27574,20090515
27574,29135,20100418
32433,63024,20081030
27574,29135,20100606
28443,29135,20081016
32433,32720,20070706
28443,28443,20090820
54796,27574,20100625
46263,27574,20100808
27575,59904,20090612
30585,29135,20091208
30585,31839,20080710
52378,27574,20100402
28051,28444,20091218
28448,54744,20091206
27575,29135,20090702
33119,28443,20070528
32776,28444,20070702
27058,27575,20090624
27575,29135,20101108
27575,29135,20090505
29136,34128,20100202
33107,28443,20080610
41311,30738,20100630
30585,29228,20090327
29134,28443,20100118
40659,27574,20080905
28051,28444,20090826
22669,22680,20070625
27574,13824,20100109
32776,28444,20100722
36162,29135,20100225
32341,29135,20100423
27574,29135,20101216
44017,28443,20090703
27574,29135,20080923
35891,27574,20081204
45799,41970,20080523
32776,28444,20091203
32433,28443,20101126
32344,29135,20090928
27575,29135,20081211
26006,29135,20080507
30585,29135,20100501
53326,32048,20070728
26007,29135,20080524
30585,29135,20100429
60103,59164,20080523
32776,28444,20091209
27574,29135,20090830
32776,28444,20081106
29634,55927,20100205
27574,29135,20090105
27574,29135,20100713
32776,28444,20080515
22560,22560,20090221
30585,29135,20091210
31839,28444,20100324
32811,29135,20080429
32344,29135,20100412
30585,30083,20100120
28051,27574,20090615
27575,29135,20081212
27574,29135,20100925
31386,29135,20090105
31841,29664,20080825
51511,54991,20100516
32721,28443,20090709
29636,27574,20090513
32341,29135,20100830
28051,28444,20081216
55351,27574,20100616
35885,27574,20091211
27574,32433,20110117
32419,34559,20090610
55592,51513,20100402
32433,28443,20070418
27574,44914,20090315
28447,29138,20100727
31841,29134,20091125
27574,29135,20090811
32776,28444,20090319
29137,25992,20110225
27575,28448,20070506
29294,55242,20091227
28447,29135,20090905
32433,28443,20090107
30585,29134,20070627
29135,60553,20080524
29135,29135,20080516
33107,27576,20100602
28051,27575,20090612
25309,28444,20090801
33107,28444,20070416
28107,58308,20100825
27574,5147,20080915
29134,28444,20100128
28051,55098,20090905
28448,28865,20091219
28448,29135,20101220
29135,41937,20090729
30332,27575,20091008
28447,29135,20101015
29136,58859,20081029
28447,27573,20070421
32992,28444,20100830
27574,29135,20081231
27574,29135,20091207
32341,28443,20100415
27576,50535,20090801
74816,27574,20080913
29138,28779,20100716
28880,27574,20081113
28050,30585,20080710
55406,54991,20100416
32433,50671,20081222
32880,28444,20100104
56927,54872,20091231
32431,28444,20100330
27574,29135,20101018
32776,28443,20100617
54544,62823,20090411
32776,28444,20100802
28444,29135,20080729
62893,60423,20081115
34091,28444,20090410
30585,35722,20100702
27575,29135,20090209
31840,29135,20090902
27574,57368,20090606
28448,29135,20090823
27574,47304,20091025
48023,22314,20091024
27574,29135,20110307
28447,29135,20101129
57562,29032,20100403
59164,60553,20080429
28880,27574,20091018
28442,28105,20100509
27574,58538,20090419
59164,59164,20080526
36097,29135,20081112
27574,29135,20090803
56920,28444,20100716
27574,29135,20100907
56648,27574,20100404
27574,29135,20090812
28051,28444,20101223
34559,28444,20090314
29136,25230,20080922
28879,28444,20091105
57046,57316,20100307
37342,27575,20091009
28051,27574,20090626
27574,29135,20081217
31840,29135,20100906
32776,28444,20091104
31989,28444,20100514
27575,33191,20100831
32776,28443,20070629
27961,18518,20100607
57137,70172,20090913
57371,27574,20090821
33119,28444,20100111
30585,51425,20100918
36281,27574,20090806
30585,32721,20090415
31840,29134,20100811
31840,28443,20100919
29136,27575,20101029
29529,28444,20081105
22440,29135,20090629
30585,29135,20090205
32776,28444,20100205
30585,29135,20091126
54550,27574,20091206
58363,60553,20080514
31839,28444,20100401
30585,32968,20070604
45914,29135,20090419
33177,28444,20100121
33119,28444,20100831
31840,28441,20091125
50394,55351,20100509
25363,28444,20090326
31840,28444,20090519
27574,29135,20090816
27574,30586,20100116
54240,45339,20091213
31841,29134,20070606
34091,28444,20081223
54744,27574,20100424
30585,28444,20070605
33107,28444,20091215
28448,29135,20090312
35734,28444,20090212
30585,29135,20100618
32776,28444,20090607
27574,29135,20100131
32433,32433,20071128
40350,27575,20090221
32776,28444,20090824
27574,29135,20100826
63024,58842,20081030
30585,32776,20080630
30585,29135,20081216
31840,28444,20100804
30585,29135,20100330
28051,28444,20091019
27574,29135,20090726
30585,29135,20100603
25436,27574,20081007
32992,28444,20091119
39373,28444,20090422
60634,27575,20090823
37594,28444,20090510
27574,29135,20090216
27574,29135,20081008
30738,28444,20090603
32342,28444,20080729
30585,32721,20090320
29136,55351,20100402
29134,28444,20080921
27574,29135,20090604
30585,32721,20100601
31839,29135,20100926
32433,58192,20090716
29134,28444,20100621
31839,28444,20080826
48023,33363,20090322
36296,27571,20100827
50794,29135,20080515
32739,28444,20090804
30585,29134,20100913
30585,29135,20090522
29134,28444,20100609
28044,28444,20090329
27577,28444,20100110
31839,28443,20091109
32776,28444,20100406
28443,28444,20090817
29228,32993,20080807
27574,29135,20080517
59877,29135,20100321
32776,28444,20090413
27574,60162,20090621
27849,27574,20081019
29641,30738,20091021
28050,28444,20090527
47633,45914,20091213
31841,29135,20070531
32344,32433,20100325
66582,29135,20100910
30585,29135,20090601
27574,29135,20090119
32745,28444,20080910
28879,47896,20080424
30585,29135,20100416
28051,59221,20100819
27575,29135,20081229
37233,27575,20100101
31868,22560,20090422
31840,29135,20090410
28543,31839,20090428
29134,28444,20100411
29136,27574,20100507
32341,29135,20100430
27674,29135,20090112
29136,25992,20101119
28446,29135,20110125
38051,28444,20101225
21810,22440,20090629
31840,28444,20100201
28050,27574,20081126
49848,28444,20090321
30585,29135,20081204
27574,29135,20080704
34207,30738,20091028
55351,57020,20100404
30585,32450,20100506
38156,27574,20100922
27574,29135,20090716
32433,27574,20091022
27575,29135,20100805
58157,44017,20090703
31840,32342,20101223
27574,29135,20090809
27574,28443,20100409
33107,28444,20090930
28448,29135,20090823
56649,27574,20100326
36670,28444,20091221
28444,32515,20070603
58360,60103,20080515
32721,28444,20091110
28448,29135,20090701
28051,28444,20090819
28443,29135,20091029
31840,29135,20100324
50007,28444,20100513
28446,29135,20091020
29135,28444,20080902
27574,44017,20091231
62927,65147,20100731
61856,27574,20081029
29134,28444,20081119
28880,28444,20090408
28444,28444,20100902
25831,29135,20100304
24620,27574,20081022
30585,29135,20090615
32776,28444,20101013
32776,32775,20080729
32776,28444,20100622
32880,31255,20100315
32597,36297,20101024
32776,28444,20090511
33022,27575,20081128
33022,28444,20090423
31840,28444,20070607
27574,29135,20081009
53545,29031,20100821
27574,29135,20080610
35194,30738,20090513
29137,58254,20090616
29135,27575,20091123
27574,29135,20101011
29284,29135,20100117
30585,28444,20100721
32432,30585,20090414
41517,37226,20091213
32776,25831,20100531
28446,51511,20100516
55559,29135,20100530
31841,28444,20080917
29137,25479,20090624
30585,29134,20100602
27574,26228,20090214
33119,28444,20080821
28441,29135,20091011
58314,27574,20100825
33960,28444,20080506
32377,12850,20090920
29135,28444,20100623
32450,32721,20100318
28051,27574,20090310
32450,29135,20080910
27575,28443,20080910
28051,28444,20081130
46145,27574,20090517
31841,29135,20110104
55098,27575,20090905
29134,27574,20080919
35606,29135,20090116
31840,29134,20100804
40420,27574,20100724
29135,26182,20081105
54240,53911,20091213
20162,21725,20081102
27569,23964,20091114
27574,29135,20080718
32776,31839,20090317
29134,28444,20100624
59164,60553,20080520
63339,27575,20091227
32433,28444,20080509
32993,28444,20070604
32379,55351,20100420
32776,28444,20090910
38219,28444,20081108
33107,28444,20090825
28443,29135,20100617
28447,29135,20090704
33107,28444,20100418
33449,28444,20070626
29135,29135,20100504
29134,28444,20100520
33022,28444,20100419
32776,28443,20080924
27574,29135,20090331
49638,28868,20090329
62614,60103,20080510
31988,55351,20100416
28112,28444,20100805
59067,59904,20100124
27574,29135,20101215
28051,28444,20090327
28878,28444,20080908
29073,48023,20100405
29140,33107,20090423
28447,40073,20090801
32432,28444,20090217
43692,28444,20090315
27574,21810,20090629
31841,28444,20101216
27572,58605,20110226
27574,42379,20091128
30585,29135,20090326
28445,21745,20091222
28443,29135,20100920
28447,29135,20090720
29140,25314,20110121
30585,29135,20090922
27576,32968,20090109
27574,29137,20081224
41886,39903,20091213
49580,28444,20100522
27574,29135,20091012
31840,29135,20090506
27574,36999,20100922
32770,29524,20090429
27574,50746,20090321
27574,29135,20081020
27575,40732,20100619
27574,29135,20081210
27575,29135,20100720
32210,58254,20090605
28446,29135,20090719
28948,25320,20091213
54745,27574,20091226
62907,58253,20100124
27574,29135,20080510
29636,28444,20090520
30585,29135,20091019
28450,29135,20100328
29137,27574,20081024
59881,29135,20100519
29135,28444,20080705
29135,40659,20080905
40043,27574,20091021
31840,28444,20090505
55131,40659,20100601
30585,32721,20081110
27575,28444,20070414
28051,39254,20090627
63024,63024,20091120
41912,29663,20101012
31839,29135,20100322
30585,32992,20100803
32433,37114,20101217
60423,63030,20081115
32776,28444,20100408
32206,27574,20090718
27574,28444,20081110
51848,51840,20100513
36564,44015,20100206
27574,33363,20100411
32993,28444,20100222
32992,33022,20090508
27574,29135,20081025
32776,28444,20081208
32341,28444,20090504
27574,29135,20081030
26532,28105,20100805
57404,28443,20101017
31841,33022,20100312
27432,27574,20100327
28442,29134,20091104
29140,26446,20110308
33022,28444,20090810
32208,28444,20091113
31840,28444,20100901
