source,dest,daytime
26130,26130,2009062908
31907,27722,2008122707
26129,27361,2009021910
26130,26130,2009033013
26129,26130,2009030911
28106,29567,2008122105
25918,25988,2009042508
48851,36489,2009052104
48493,26129,2009060310
26130,26130,2008122605
26129,26130,2009010311
26129,26130,2009031109
25863,26130,2009041110
26129,25286,2009040801
26129,26130,2009041202
40701,26130,2009031104
26129,26130,2009030603
25977,26130,2009070116
27380,26130,2009031302
26129,26130,2009010209
39162,26130,2009031812
26129,26125,2009033011
26129,26130,2009010811
27045,27668,2009021704
60423,30558,2009062313
27046,28870,2009070707
26128,25863,2008122103
25988,26130,2009041106
26007,28046,2009010907
27546,48831,2009060404
26129,26130,2009021809
25883,37341,2009070603
26131,27669,2008122206
26132,27546,2009021806
26129,26130,2008122000
4868,33151,2009032201
26130,24698,2008122507
49778,22276,2009062009
26131,36485,2009022008
26130,26130,2009010302
27670,28106,2008122104
50276,26130,2009061710
27048,27380,2009022023
49778,28349,2009052704
25498,26130,2009042401
25187,26130,2009040711
49982,26446,2009062109
42335,25286,2008122408
25971,36259,2009040900
26130,23551,2009070509
25182,26130,2009042713
27045,26130,2009070612
26129,26130,2009010700
27724,28779,2009010900
26130,26130,2009021712
27670,33151,2009031403
28106,28106,2008122107
25972,48831,2009061704
26129,26130,2008122303
26130,26130,2009010602
29509,26130,2009061017
46901,48262,2009010204
46115,49297,2009010301
33140,49297,2009010913
49384,29134,2009011201
27439,48707,2009010102
49326,46629,2008122414
31323,31858,2008112206
31261,30934,2008112400
31820,32111,2009012011
31304,32004,2008103003
30656,32004,2008111606
30989,30975,2008111501
31312,30988,2009022416
32004,30994,2008102918
31195,30934,2009022510
31218,31856,2009031209
30934,30994,2008110101
31235,31851,2009022803
32014,30916,2008112522
31907,30994,2008120514
31855,30994,2008110616
31304,32004,2008112017
31875,31668,2008110510
30710,30994,2009022310
31667,31667,2009031904
30994,30994,2009031110
31937,30934,2008112104
33110,31859,2008120609
30988,32014,2008112410
31620,30934,2009022401
31799,31822,2009012011
30652,32004,2008110906
31109,30934,2008102404
32014,30993,2008111214
33099,32673,2008110204
32004,31029,2008111721
32004,32014,2009011910
31960,32004,2008102609
30854,32014,2009031904
31854,30934,2008102504
31937,32004,2008103009
29234,31848,2008110310
31261,32004,2008120409
31820,32014,2008110319
30839,30988,2009022205
31860,30934,2008111318
31906,30994,2008111920
30968,33180,2009031405
31799,30994,2008110708
31033,32004,2008111905
31666,32004,2008112422
31936,36017,2009011612
31232,32004,2008110301
31652,30138,2008111404
31614,30934,2008103022
31849,30615,2009011523
32004,30975,2008111620
30994,30934,2008102514
31858,30994,2008110518
31799,32004,2008102909
31652,32004,2009031305
31854,30934,2008103109
32014,32004,2008110809
31799,32004,2008102709
30993,32014,2008112114
31209,32004,2008112314
31820,32004,2008111307
31141,31016,2009030420
31952,30934,2009030709
31141,30989,2009031313
31669,32004,2009011311
31323,31282,2008112004
31323,30988,2008102722
31907,31016,2008112122
31907,30994,2008120416
69686,31280,2009011708
31323,31860,2008112622
30994,32004,2008102901
31858,30934,2008110919
31847,30994,2008111413
31323,30975,2008111101
31614,32004,2008111510
31614,32751,2008120602
31278,32004,2008111709
31858,30975,2008111821
31323,32004,2008120500
31820,29787,2009022715
57339,60555,2007090309
52425,31919,2008102100
28658,28641,2008122401
60555,60555,2007121417
28463,25790,2008101411
25382,31595,2009011404
36427,51935,2009021402
31935,52794,2008102011
28353,29560,2007090102
57339,53279,2007080403
31927,31961,2009031509
32752,31595,2008122706
32003,31806,2009030704
25768,31952,2008101500
31590,51485,2009011601
49424,28621,2008120100
32598,28613,2008110410
32775,58068,2008042311
32992,32991,2008070811
41895,32992,2008050904
29135,36930,2008042511
58139,32776,2008050700
41498,58068,2008063011
32992,57570,2008050611
57513,57570,2008041907
58068,32776,2008070101
32432,58068,2008041810
48901,42886,2008051708
60041,57570,2008050308
32992,58068,2008052711
33111,33111,2008051314
58139,32992,2008043001
57570,64174,2008051011
57041,29134,2008041503
58139,32992,2008050504
58068,32992,2008042401
32992,57570,2008050911
58068,58381,2008051002
58068,58068,2008051009
32992,57570,2008050810
41819,57570,2008041604
58150,58068,2008051002
32776,57570,2008050511
29505,58068,2008070115
58068,32992,2008050603
46071,32992,2008070701
32776,58139,2008060219
44821,57570,2008042111
32432,57570,2008042811
56642,32992,2008070323
59474,48902,2008051707
46093,32992,2008060409
33525,32589,2008042211
57901,32992,2008063004
32992,57570,2008043012
57811,32776,2008042302
32433,37028,2007062709
29135,35821,2007070512
33178,48027,2007070610
35821,29135,2007070600
48262,63470,2007062900
60553,29134,2007070500
29135,60103,2007070412
27577,28442,2010010401
27574,54409,2009011800
32433,28444,2008062713
31055,28444,2008101214
32752,28443,2009111212
37110,27574,2009062712
28448,32433,2010122701
28051,28444,2009081112
33112,28444,2010081711
27656,32341,2008101613
27575,28444,2010030114
27575,48023,2009032202
30585,29134,2009090100
48023,33364,2010040509
32776,28444,2009021812
28050,28444,2008070614
32450,29134,2009072203
27568,28443,2009123006
36243,34559,2009081211
28451,29135,2009010801
29640,28444,2009061013
30585,53027,2009032400
28447,36358,2010122506
27580,28443,2008070512
44017,44016,2009123112
32433,29526,2007053011
28446,29135,2009121702
34559,28443,2007062013
30585,29135,2009051800
32776,30585,2009062812
30585,29135,2010042801
33022,28444,2008051213
37239,28444,2010020614
27574,29135,2011022801
32776,28444,2008050713
28446,29135,2009051400
55809,63024,2009122706
36043,27575,2009121908
36564,28444,2009011512
30585,32993,2009101400
29136,27574,2008082512
27574,57093,2010053009
37346,27574,2009010913
31839,31256,2009121712
32433,28444,2009061911
31841,30585,2010042013
65147,64928,2010012405
27574,29135,2009032423
28051,28443,2008121913
31840,28444,2008070913
27576,29135,2008101501
29136,26228,2009021105
34255,28444,2009031811
31840,28444,2010091410
32433,28043,2010072309
58035,28444,2009090612
29663,29663,2010101213
37230,27574,2009080514
30585,27576,2010052713
32776,28444,2010051613
27574,58320,2010073101
31057,28444,2009092813
36280,27574,2009102612
30585,29135,2010022301
58253,28443,2009061214
30585,29135,2009052700
28444,28444,2008083105
31840,32968,2009120301
33107,28444,2009092913
29136,59882,2009082308
30753,51513,2010040611
32776,28444,2009101412
30585,25856,2007062501
27574,28444,2008121405
31400,31400,2010010106
27568,29073,2010040507
54561,27574,2010082913
37231,28444,2009043009
28050,27574,2008111212
30585,32721,2010040201
33363,29135,2010041112
27574,29135,2008102301
29047,28444,2008070812
30585,47056,2008082409
27574,54409,2009050101
37230,28444,2008122511
27574,29135,2008112701
30585,29135,2010051701
63030,27575,2008111509
32209,36897,2009080610
32344,29134,2010032901
27574,45296,2009101806
30585,29134,2009070622
30585,33118,2008092502
27574,29135,2009041601
27576,41190,2010022501
27574,29135,2008111401
30585,32554,2009031723
53839,28444,2010091312
59164,60553,2008052913
33022,28444,2008102611
45693,27574,2009050213
29135,70567,2010090702
31840,31975,2010052101
25710,28444,2010030913
27574,29135,2008042401
26222,28444,2010060313
32433,57212,2010030209
32433,29135,2009032411
53027,29135,2009032402
30083,30084,2008082813
58364,60103,2008051314
31770,28444,2009070713
27823,28444,2009021314
27574,29135,2009080300
32344,29135,2010091701
30585,29135,2009120101
30585,29135,2008091200
34091,28443,2010011513
28051,27574,2008110411
31367,28444,2010010108
32378,28444,2009061111
19434,29135,2008080512
61857,29135,2009091307
14043,29135,2008122509
32776,28444,2008092513
33451,28444,2008090112
30585,29135,2008050623
28447,29135,2009070522
21619,29135,2009083001
27822,28444,2009011413
28141,27574,2008051613
27574,54717,2009041103
30585,32721,2010061000
32648,28444,2009052109
32344,29135,2010032302
46071,27575,2009112812
28051,59647,2009102310
27574,32433,2009122102
32432,28444,2009081809
34761,29134,2010050505
46145,46145,2009051701
55351,27574,2010063014
64028,55131,2010022609
29139,27574,2010121412
35887,28444,2009040313
29136,29073,2010031208
33119,28443,2007041412
27575,29135,2010010211
28441,30738,2010070307
26059,55351,2010071611
28447,29135,2009062705
41301,27574,2010082208
30585,29135,2008103101
41198,28444,2009072513
22293,29135,2009122208
30585,32554,2010031101
27574,29135,2009102300
28448,40176,2009051001
28050,28443,2009010512
29134,28743,2010042013
29636,27574,2009041514
36283,28444,2008070213
31839,32721,2010091501
32776,28444,2009091613
27574,40530,2010091110
33118,28444,2009031212
28443,29135,2008120101
28448,29135,2010102801
37125,28449,2008120913
25363,36042,2009121906
28606,29135,2008051901
31840,28444,2010051914
37125,28444,2009011213
60103,60103,2007072400
32776,32776,2010020511
31839,28443,2009111713
29134,28444,2010031412
29134,28443,2009111113
31840,29135,2008120723
27574,29135,2009062300
32341,29135,2008051301
39744,27575,2009091813
29135,29135,2010030710
29137,27574,2010121513
28444,29135,2010102101
21511,28444,2009033012
29136,57211,2010040909
27577,29135,2009061600
29654,32776,2010122401
27815,29135,2010060903
32776,28444,2008081714
29031,29135,2009090901
40647,29135,2010060112
58843,27574,2008103011
30585,32721,2008082601
56649,54744,2010042409
33107,28443,2010022412
29134,32433,2009072501
53770,29135,2010041312
31031,28446,2009083113
30585,29135,2010040901
30585,23214,2008090401
28449,29135,2011010501
27576,29135,2008082901
32433,34559,2009060311
36910,28444,2011010211
27574,29135,2008050405
32777,28444,2008121511
30990,28444,2009120113
31841,29134,2010073001
63024,27574,2009112008
44016,56927,2009123113
32776,28444,2010031111
29134,36274,2010031104
27574,29135,2009113002
27574,29135,2008080101
32432,28444,2009122213
56910,60486,2010030700
31839,32993,2010040701
32776,28444,2008060612
32776,28444,2009052610
30585,29134,2009061000
31840,29135,2009060300
32776,28444,2008082213
28051,28444,2008121712
32433,25882,2010043003
27574,27575,2009020804
32776,28443,2010050413
27574,29135,2008070700
27577,28444,2009062110
27574,28043,2009110100
31841,29135,2008050801
29135,17734,2008070703
29135,67654,2008053006
47923,47746,2009121305
33922,29135,2008112907
29227,28444,2010050112
32776,28444,2008102711
22560,22560,2009042203
29136,55351,2010062411
27574,29134,2008120301
55351,29135,2010062412
32450,32038,2009040201
41120,27574,2010061912
29136,59474,2009102009
28444,29135,2009031901
29134,29134,2010012803
27574,48023,2009102406
32342,29135,2008051401
31841,32342,2009073101
33177,31839,2009040112
31841,28444,2008070600
27574,29135,2009051900
57051,54796,2010030708
32776,28444,2010010514
37001,38051,2010122509
60103,29135,2008051704
27574,29135,2008081712
30585,29135,2010050401
31840,29228,2010082001
54992,29135,2010051612
27577,29134,2009110500
32433,29135,2008072912
32207,27574,2009042111
31841,29135,2009092500
32776,28445,2010030812
29135,29135,2008122704
29525,34559,2009072211
27574,29135,2009062522
27574,29135,2009041400
29134,28444,2010042914
29135,33511,2009091205
37658,36126,2009101708
32433,28444,2009021113
60103,59164,2008052000
58839,59881,2009102506
29136,27574,2010061812
30585,29135,2010051100
30585,29135,2009120201
35821,35821,2007072105
31840,28444,2010032911
31867,70479,2010052301
34133,27574,2009082814
33293,27574,2008092711
29135,28444,2008042812
30084,28444,2009121210
30585,32344,2010090201
53992,55889,2010010600
32776,28444,2010080311
55351,29135,2010042212
26273,21748,2009010908
27576,29135,2008092401
31840,29135,2009092400
32879,28444,2009090710
28444,29135,2010022201
28448,29135,2009080601
28051,28443,2009020607
32151,28443,2010090611
32386,29135,2009042401
40096,39240,2009011813
36239,29135,2010040511
29031,29031,2010062800
27574,29135,2009052100
33087,28444,2010080114
32431,28444,2008122914
30585,29134,2009062823
32718,29135,2009031907
27574,29135,2008121801
32776,28444,2010070612
34260,27575,2009092214
27574,36283,2009061101
28443,29135,2009073001
33031,28444,2010060613
32433,28444,2008051005
29135,46301,2010053107
36239,27447,2009032209
31840,28444,2010031712
29135,28444,2008042312
55351,55404,2010061210
28448,27574,2009050111
33154,28444,2011011011
54991,29135,2010042011
30585,29135,2010063000
28051,28444,2008070413
28442,29135,2010070101
32776,28443,2008062914
61169,59960,2009062103
30585,29135,2010050700
34128,63024,2009112004
32776,31256,2008091210
27574,29135,2009112701
30585,33385,2009022001
32811,28444,2010082611
29134,28444,2010061013
49842,28444,2009032214
20027,28444,2010060513
32341,33195,2010030301
21713,32433,2011012401
32776,28444,2009101111
31840,28444,2009011313
32776,28444,2010031612
32776,28444,2010060713
39454,43435,2009051701
32433,27576,2008050310
57138,22560,2009022106
32805,27574,2010102411
40524,28444,2010013013
37114,27574,2010121715
59164,60553,2008052811
31840,29135,2009091100
33107,31840,2009031612
32754,28444,2009091713
28584,32433,2010011302
32341,28443,2008091413
18518,29135,2010060711
30585,31841,2010030501
32720,28444,2010090313
30738,28444,2009050613
35891,27574,2009091313
28051,28444,2008070113
30585,29135,2010022807
59164,58367,2008051200
40040,29135,2008112601
27575,29135,2009100823
37970,27574,2008100914
28447,31806,2010102403
21745,22293,2009122206
40042,28444,2009122507
32433,28444,2007062711
31840,28443,2010072712
30585,32433,2010091601
27576,29135,2008051201
59221,29135,2010081908
29228,29135,2010031001
34118,27574,2010081314
33188,28444,2009092713
27574,29135,2008110502
27574,29135,2009060706
28050,27575,2010012911
29135,28444,2008090313
37341,28444,2009110213
31839,28444,2009060811
32433,55351,2010030508
33107,28444,2007042014
29140,28444,2010110508
30585,29134,2009041301
27574,29134,2009010602
58381,27575,2009070812
31989,55351,2010060108
30585,29135,2007061101
28446,29135,2009070822
49335,60103,2008052212
54992,29135,2010061012
33107,28444,2010033112
27574,29135,2010080107
33503,28444,2010081911
33440,28354,2009061111
46090,29135,2010062313
25238,25238,2010042507
30585,29134,2009091600
37793,29135,2010031107
42895,27574,2009010213
28448,29135,2009101600
32776,28444,2010010213
29134,28444,2009041914
27656,28444,2008101312
35900,47923,2009121305
32433,27574,2010070214
27574,26007,2010070408
29888,28444,2009061812
37020,37702,2010013003
28445,29135,2009051200
32433,12943,2010060901
32341,28444,2009073013
60552,58366,2008051300
30585,29135,2010082300
64112,33510,2009062106
32776,28444,2009021014
28443,29134,2010012501
33389,29135,2009050906
28051,28444,2011030413
33107,31370,2009122312
32992,28444,2008091811
28051,28444,2008091113
26228,27575,2009021412
27576,29135,2009042900
27574,54991,2009010202
58231,28444,2009071613
29134,28444,2010100903
32433,27575,2010012213
29136,27575,2009071508
29135,28444,2008070310
27575,29135,2009081922
27574,28444,2007042100
28051,28444,2008122411
28111,27575,2009060609
58320,60166,2010073102
58364,60553,2008051208
31840,32433,2009111301
32776,29135,2010072202
34559,27574,2010041413
27574,29135,2009080422
31839,28444,2009113011
31841,28444,2009062108
36281,27574,2009082713
32208,27574,2009051509
27574,29135,2010041811
32433,63024,2008103005
27574,29135,2010060612
28443,29135,2008101601
32433,32720,2007070612
28443,28443,2009082013
54796,27574,2010062513
46263,27574,2010080812
27575,59904,2009061209
30585,29135,2009120801
30585,31839,2008071001
52378,27574,2010040212
28051,28444,2009121812
28448,54744,2009120608
27575,29135,2009070222
33119,28443,2007052813
32776,28444,2007070213
27058,27575,2009062412
27575,29135,2010110801
27575,29135,2009050500
29136,34128,2010020204
33107,28443,2008061014
41311,30738,2010063011
30585,29228,2009032702
29134,28443,2010011813
40659,27574,2008090512
28051,28444,2009082612
22669,22680,2007062510
27574,13824,2010010905
32776,28444,2010072212
36162,29135,2010022503
32341,29135,2010042301
27574,29135,2010121601
44017,28443,2009070313
27574,29135,2008092301
35891,27574,2008120415
45799,41970,2008052314
32776,28444,2009120312
32433,28443,2010112610
32344,29135,2009092801
27575,29135,2008121102
26006,29135,2008050711
30585,29135,2010050107
53326,32048,2007072822
26007,29135,2008052406
30585,29135,2010042900
60103,59164,2008052300
32776,28444,2009120912
27574,29135,2009083022
32776,28444,2008110612
29634,55927,2010020505
27574,29135,2009010501
27574,29135,2010071301
32776,28444,2008051512
22560,22560,2009022107
30585,29135,2009121001
31839,28444,2010032413
32811,29135,2008042901
32344,29135,2010041201
30585,30083,2010012002
28051,27574,2009061512
27575,29135,2008121202
27574,29135,2010092501
31386,29135,2009010503
31841,29664,2008082501
51511,54991,2010051611
32721,28443,2009070913
29636,27574,2009051313
32341,29135,2010083001
28051,28444,2008121613
55351,27574,2010061612
35885,27574,2009121112
27574,32433,2011011701
32419,34559,2009061011
55592,51513,2010040209
32433,28443,2007041811
27574,44914,2009031508
28447,29138,2010072701
31841,29134,2009112501
27574,29135,2009081122
32776,28444,2009031911
29137,25992,2011022510
27575,28448,2007050603
29294,55242,2009122701
28447,29135,2009090500
32433,28443,2009010713
30585,29134,2007062701
29135,60553,2008052407
29135,29135,2008051605
33107,27576,2010060213
28051,27575,2009061208
25309,28444,2009080113
33107,28444,2007041613
28107,58308,2010082508
27574,5147,2008091507
29134,28444,2010012814
28051,55098,2009090508
28448,28865,2009121903
28448,29135,2010122001
29135,41937,2009072902
30332,27575,2009100813
28447,29135,2010101501
29136,58859,2008102908
28447,27573,2007042100
32992,28444,2010083013
27574,29135,2008123102
27574,29135,2009120702
32341,28443,2010041512
27576,50535,2009080100
74816,27574,2008091310
29138,28779,2010071610
28880,27574,2008111311
28050,30585,2008071013
55406,54991,2010041610
32433,50671,2008122207
32880,28444,2010010413
56927,54872,2009123114
32431,28444,2010033013
27574,29135,2010101801
32776,28443,2010061713
54544,62823,2009041105
32776,28444,2010080212
28444,29135,2008072901
62893,60423,2008111505
34091,28444,2009041013
30585,35722,2010070200
27575,29135,2009020901
31840,29135,2009090200
27574,57368,2009060603
28448,29135,2009082300
27574,47304,2009102503
48023,22314,2009102409
27574,29135,2011030700
28447,29135,2010112900
57562,29032,2010040302
59164,60553,2008042908
28880,27574,2009101813
28442,28105,2010050900
27574,58538,2009041905
59164,59164,2008052600
36097,29135,2008111202
27574,29135,2009080321
56920,28444,2010071613
27574,29135,2010090700
56648,27574,2010040414
27574,29135,2009081222
28051,28444,2010122312
34559,28444,2009031409
29136,25230,2008092205
28879,28444,2009110511
57046,57316,2010030707
37342,27575,2009100913
28051,27574,2009062609
27574,29135,2008121701
31840,29135,2010090601
32776,28444,2009110412
31989,28444,2010051412
27575,33191,2010083101
32776,28443,2007062915
27961,18518,2010060708
57137,70172,2009091304
57371,27574,2009082112
33119,28444,2010011112
30585,51425,2010091807
36281,27574,2009080613
30585,32721,2009041501
31840,29134,2010081101
31840,28443,2010091913
29136,27575,2010102912
29529,28444,2008110513
22440,29135,2009062923
30585,29135,2009020501
32776,28444,2010020512
30585,29135,2009112601
54550,27574,2009120612
58363,60553,2008051414
31839,28444,2010040113
30585,32968,2007060401
45914,29135,2009041913
33177,28444,2010012113
33119,28444,2010083113
31840,28441,2009112511
50394,55351,2010050907
25363,28444,2009032612
31840,28444,2009051910
27574,29135,2009081622
27574,30586,2010011603
54240,45339,2009121307
31841,29134,2007060601
34091,28444,2008122313
54744,27574,2010042411
30585,28444,2007060501
33107,28444,2009121512
28448,29135,2009031201
35734,28444,2009021214
30585,29135,2010061800
32776,28444,2009060709
27574,29135,2010013110
32433,32433,2007112812
40350,27575,2009022114
32776,28444,2009082414
27574,29135,2010082601
63024,58842,2008103008
30585,32776,2008063001
30585,29135,2008121602
31840,28444,2010080413
30585,29135,2010033001
28051,28444,2009101912
27574,29135,2009072622
30585,29135,2010060301
25436,27574,2008100713
32992,28444,2009111911
39373,28444,2009042206
60634,27575,2009082311
37594,28444,2009051006
27574,29135,2009021601
27574,29135,2008100801
30738,28444,2009060313
32342,28444,2008072914
30585,32721,2009032002
29136,55351,2010040208
29134,28444,2008092113
27574,29135,2009060400
30585,32721,2010060100
31839,29135,2010092601
32433,58192,2009071608
29134,28444,2010062113
31839,28444,2008082612
48023,33363,2009032203
36296,27571,2010082714
50794,29135,2008051500
32739,28444,2009080412
30585,29134,2010091301
30585,29135,2009052200
29134,28444,2010060913
28044,28444,2009032910
27577,28444,2010011005
31839,28443,2009110913
32776,28444,2010040614
28443,28444,2009081714
29228,32993,2008080702
27574,29135,2008051702
59877,29135,2010032112
32776,28444,2009041314
27574,60162,2009062101
27849,27574,2008101901
29641,30738,2009102112
28050,28444,2009052706
47633,45914,2009121307
31841,29135,2007053123
32344,32433,2010032501
66582,29135,2010091004
30585,29135,2009060100
27574,29135,2009011901
32745,28444,2008091013
28879,47896,2008042406
30585,29135,2010041600
28051,59221,2010081906
27575,29135,2008122901
37233,27575,2010010113
31868,22560,2009042202
31840,29135,2009041001
28543,31839,2009042810
29134,28444,2010041114
29136,27574,2010050713
32341,29135,2010043001
27674,29135,2009011201
29136,25992,2010111910
28446,29135,2011012500
38051,28444,2010122511
21810,22440,2009062922
31840,28444,2010020113
28050,27574,2008112613
49848,28444,2009032112
30585,29135,2008120401
27574,29135,2008070401
34207,30738,2009102812
55351,57020,2010040406
30585,32450,2010050601
38156,27574,2010092211
27574,29135,2009071622
32433,27574,2009102212
27575,29135,2010080523
58157,44017,2009070311
31840,32342,2010122300
27574,29135,2009080901
27574,28443,2010040923
33107,28444,2009093013
28448,29135,2009082322
56649,27574,2010032612
36670,28444,2009122112
28444,32515,2007060307
58360,60103,2008051513
32721,28444,2009111013
28448,29135,2009070122
28051,28444,2009081913
28443,29135,2009102900
31840,29135,2010032401
50007,28444,2010051313
28446,29135,2009102000
29135,28444,2008090213
27574,44017,2009123112
62927,65147,2010073104
61856,27574,2008102914
29134,28444,2008111912
28880,28444,2009040812
28444,28444,2010090210
25831,29135,2010030401
24620,27574,2008102212
30585,29135,2009061500
32776,28444,2010101313
32776,32775,2008072913
32776,28444,2010062213
32880,31255,2010031512
32597,36297,2010102407
32776,28444,2009051110
33022,27575,2008112809
33022,28444,2009042312
31840,28444,2007060713
27574,29135,2008100901
53545,29031,2010082106
27574,29135,2008061001
35194,30738,2009051311
29137,58254,2009061610
29135,27575,2009112312
27574,29135,2010101101
29284,29135,2010011707
30585,28444,2010072113
32432,30585,2009041414
41517,37226,2009121307
32776,25831,2010053113
28446,51511,2010051608
55559,29135,2010053011
31841,28444,2008091711
29137,25479,2009062409
30585,29134,2010060200
27574,26228,2009021407
33119,28444,2008082114
28441,29135,2009101107
58314,27574,2010082511
33960,28444,2008050614
32377,12850,2009092000
29135,28444,2010062314
32450,32721,2010031802
28051,27574,2009031012
32450,29135,2008091002
27575,28443,2008091015
28051,28444,2008113012
46145,27574,2009051704
31841,29135,2011010400
55098,27575,2009090510
29134,27574,2008091910
35606,29135,2009011601
31840,29134,2010080423
40420,27574,2010072413
29135,26182,2008110504
54240,53911,2009121306
20162,21725,2008110208
27569,23964,2009111404
27574,29135,2008071801
32776,31839,2009031714
29134,28444,2010062413
59164,60553,2008052010
63339,27575,2009122708
32433,28444,2008050913
32993,28444,2007060412
32379,55351,2010042009
32776,28444,2009091013
38219,28444,2008110810
33107,28444,2009082513
28443,29135,2010061701
28447,29135,2009070402
33107,28444,2010041812
33449,28444,2007062613
29135,29135,2010050413
29134,28444,2010052014
33022,28444,2010041912
32776,28443,2008092412
27574,29135,2009033101
49638,28868,2009032902
62614,60103,2008051014
31988,55351,2010041608
28112,28444,2010080508
59067,59904,2010012407
27574,29135,2010121500
28051,28444,2009032713
28878,28444,2008090813
29073,48023,2010040507
29140,33107,2009042309
28447,40073,2009080107
32432,28444,2009021713
43692,28444,2009031513
27574,21810,2009062922
31841,28444,2010121613
27572,58605,2011022608
27574,42379,2009112806
30585,29135,2009032601
28445,21745,2009122206
28443,29135,2010092001
28447,29135,2009072022
29140,25314,2011012112
30585,29135,2009092200
27576,32968,2009010901
27574,29137,2008122401
41886,39903,2009121307
49580,28444,2010052213
27574,29135,2009101223
31840,29135,2009050600
27574,36999,2010092208
32770,29524,2009042911
27574,50746,2009032106
27574,29135,2008102001
27575,40732,2010061906
27574,29135,2008121001
27575,29135,2010072001
32210,58254,2009060508
28446,29135,2009071922
28948,25320,2009121308
54745,27574,2009122612
62907,58253,2010012406
27574,29135,2008051001
29636,28444,2009052014
30585,29135,2009101900
28450,29135,2010032812
29137,27574,2008102413
59881,29135,2010051911
29135,28444,2008070511
29135,40659,2008090509
40043,27574,2009102114
31840,28444,2009050510
55131,40659,2010060108
30585,32721,2008111001
27575,28444,2007041423
28051,39254,2009062709
63024,63024,2009112007
41912,29663,2010101213
31839,29135,2010032201
30585,32992,2010080301
32433,37114,2010121710
60423,63030,2008111508
32776,28444,2010040813
32206,27574,2009071812
27574,28444,2008111013
51848,51840,2010051312
36564,44015,2010020608
27574,33363,2010041102
32993,28444,2010022211
32992,33022,2009050809
27574,29135,2008102503
32776,28444,2008120811
32341,28444,2009050409
27574,29135,2008103001
26532,28105,2010080506
57404,28443,2010101712
31841,33022,2010031201
27432,27574,2010032714
28442,29134,2009110400
29140,26446,2011030805
33022,28444,2009081014
32208,28444,2009111312
31840,28444,2010090114
32433,17753,2009083003
32341,28444,2008102812
27574,29135,2009082700
28050,27574,2008101012
32341,28444,2009092114
41989,55351,2010040300
59904,29135,2010012411
28873,27574,2008081512
27576,32721,2008090301
29135,31256,2008110312
54991,28444,2010022611
36238,28444,2009080204
33087,28443,2007060114
37710,70172,2009022200
31057,28444,2009091514
33119,28444,2010011313
58253,27574,2009102012
32776,28444,2010081213
27574,29135,2009072822
31840,28444,2009020413
30585,29135,2010092101
32992,28444,2009121412
29135,29032,2008102312
30585,29135,2009021901
27574,29135,2010081508
33107,28444,2009092313
32433,28444,2008091613
29134,28444,2010030213
26416,27574,2011022513
32450,32450,2007052401
55351,28105,2010050109
33260,27574,2008073112
27574,29135,2009032301
33022,28444,2009053106
28879,28444,2009103011
30585,29135,2010032600
59960,64112,2009062104
32344,29032,2010013002
60553,58366,2008051600
28442,29135,2009111601
32342,32777,2010081301
32008,27575,2009111812
33960,28444,2008112913
24143,27574,2009102412
22560,29135,2009022109
34559,55351,2010070309
27574,29135,2009061701
60015,28443,2010010612
32433,34128,2009080505
32554,28444,2010011913
28051,28444,2009032013
32717,27575,2011011415
38999,28444,2010052912
27574,29135,2010041501
29135,32721,2008070901
28879,27574,2009041613
30585,31595,2009050902
29135,28444,2010070813
29527,27574,2009072213
32341,28443,2009111611
27574,40031,2008110108
27575,29135,2009092700
32672,28444,2009061410
21814,29135,2009010908
32341,29134,2010010501
30585,29135,2008123002
27574,29135,2009071522
32433,27574,2009101512
59881,29135,2009102507
29018,29135,2010092701
27574,29135,2009010401
60103,59164,2008053002
59157,25970,2010031909
29136,27574,2008090913
32776,28444,2007052914
28051,27574,2009081412
29134,28444,2010042213
27574,62893,2008111504
32993,28444,2009032314
34925,27545,2010012412
27574,32433,2009090622
31840,31839,2008070801
51513,29135,2010040613
32776,28444,2010070114
34559,42451,2009042914
28051,28444,2009011612
31839,29135,2009060500
27574,29135,2009011301
52378,28444,2010011611
57979,28443,2010043015
27575,28441,2009110810
29135,28444,2008121013
30585,29135,2010060401
48023,48023,2009102407
32776,28443,2009021613
29135,29136,2008042709
33031,41182,2010072014
33016,28444,2010050913
32776,28444,2010012012
31988,29726,2009120208
30585,29135,2008102901
28447,33770,2010052908
27577,29135,2009091500
41211,27574,2008051709
30585,29135,2010051001
27576,32038,2010062901
28051,27574,2008112712
44133,27575,2010072511
29136,28443,2010082013
27580,29135,2009031001
30585,32450,2007070201
32433,28444,2009091114
33289,27574,2009092514
32776,28444,2010060813
27577,50408,2010022601
29134,28443,2009050907
27675,39455,2010071807
37934,37934,2011010210
30585,30585,2009051100
26007,29135,2010062111
27574,74816,2008091306
24771,29135,2008101213
32776,28444,2010062911
32433,63025,2008071904
28447,29135,2010112200
27574,29135,2009101000
30585,32450,2007053001
29134,28444,2010060113
28448,29135,2009062322
27576,29135,2009112001
33107,28444,2009102712
27574,29135,2009101500
29134,28443,2010092706
30585,29135,2010050501
32341,29135,2008101001
45296,29135,2009101807
30585,29134,2010052000
31839,32751,2008042901
30585,29135,2010011501
32341,28444,2009121012
28051,27574,2008100812
27574,28444,2009051012
19654,28444,2007052700
27574,29135,2008121500
32341,29661,2010071512
30585,29135,2010012203
31841,28444,2010091711
30585,29135,2009061201
31841,29135,2010061200
29136,28444,2010010809
31840,32993,2009051500
28444,33363,2010041110
